Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,114.36000061035156,116.19000244140625,114.05999755859375,115.80000305175781,87.31858825683594,2528800
2014-01-03,115.69999694824219,115.97000122070312,114.05999755859375,114.47000122070312,86.31570434570312,2075800
2014-01-06,114.47000122070312,114.91999816894531,113.12000274658203,113.4800033569336,85.56922149658203,2838100
2014-01-07,113.5,116.79000091552734,113.2699966430664,116.43000030517578,87.79365539550781,3632400
2014-01-08,116.63999938964844,116.9000015258789,115.3499984741211,115.87999725341797,87.37890625,2481800
2014-01-09,116.54000091552734,118.95999908447266,116.22000122070312,118.88999938964844,89.64857482910156,3400000
2014-01-10,119.0,119.0,116.19999694824219,117.98999786376953,88.96996307373047,3053100
2014-01-13,118.31999969482422,118.7300033569336,115.94000244140625,116.4000015258789,87.77102661132812,3703900
2014-01-14,116.83999633789062,117.94000244140625,116.22000122070312,117.72000122070312,88.76637268066406,2541200
2014-01-15,118.41999816894531,118.94999694824219,117.4000015258789,118.51000213623047,89.362060546875,3064600
2014-01-16,118.81999969482422,119.69000244140625,118.20999908447266,119.02999877929688,89.75414276123047,2553200
2014-01-17,118.91000366210938,119.55000305175781,118.30999755859375,119.1500015258789,89.84463500976562,4010000
2014-01-21,119.95999908447266,120.0,118.56999969482422,119.25,89.92005920410156,3072700
2014-01-22,119.83000183105469,124.45999908447266,119.58000183105469,124.37000274658203,93.7807846069336,5086200
2014-01-23,123.0,124.22000122070312,121.5999984741211,123.5999984741211,93.2001724243164,3534800
2014-01-24,122.61000061035156,122.61000061035156,118.98999786376953,119.29000091552734,89.9502182006836,4992900
2014-01-27,119.25,119.83000183105469,117.41999816894531,118.5199966430664,89.36959838867188,4125400
2014-01-28,118.38999938964844,121.87000274658203,118.30999755859375,120.69999694824219,91.01341247558594,4348600
2014-01-29,117.0,121.16000366210938,117.0,119.16999816894531,89.85974884033203,5730400
2014-01-30,120.06999969482422,121.9800033569336,119.55000305175781,120.88999938964844,91.15668487548828,3321100
2014-01-31,118.55000305175781,120.20999908447266,118.0999984741211,118.94999694824219,89.69381713867188,4934900
2014-02-03,119.68000030517578,120.5,116.47000122070312,116.75,88.0349349975586,5046200
2014-02-04,117.69000244140625,117.7300033569336,115.70999908447266,115.77999877929688,87.30352020263672,5093000
2014-02-05,115.43000030517578,116.94000244140625,114.56999969482422,115.06999969482422,86.76811981201172,4332200
2014-02-06,115.62000274658203,116.81999969482422,115.08000183105469,116.06999969482422,87.52218627929688,2737000
2014-02-07,116.44000244140625,119.04000091552734,115.80999755859375,118.9000015258789,89.65614318847656,2837900
2014-02-10,119.68000030517578,120.36000061035156,117.9000015258789,120.30000305175781,90.71180725097656,3352500
2014-02-11,120.0,121.25,118.8499984741211,121.23999786376953,91.88651275634766,2502700
2014-02-12,120.93000030517578,122.54000091552734,120.87000274658203,122.20999908447266,92.6216812133789,2187500
2014-02-13,121.6500015258789,124.16000366210938,121.22000122070312,124.1500015258789,94.09197998046875,2530100
2014-02-14,123.54000091552734,124.30000305175781,122.5199966430664,123.83999633789062,93.85704040527344,2677100
2014-02-18,124.83999633789062,126.31999969482422,124.56999969482422,124.94000244140625,94.69071960449219,3082100
2014-02-19,124.8499984741211,124.9000015258789,123.12999725341797,123.3499984741211,93.48564147949219,2779400
2014-02-20,123.3499984741211,124.30999755859375,122.9000015258789,123.48999786376953,93.59178161621094,3020000
2014-02-21,123.75,125.5,123.26000213623047,123.8499984741211,93.8646240234375,3395000
2014-02-24,124.38999938964844,126.58999633789062,124.19999694824219,125.79000091552734,95.3349380493164,2772600
