Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMD,AMZN,BABA,BIDU,GOOG,IBM,JD,META,MSFT,NVDA,ORCL,PDD,UBER,AAPL,AMD,AMZN,BABA,BIDU,GOOG,IBM,JD,META,MSFT,NVDA,ORCL,PDD,UBER,AAPL,AMD,AMZN,BABA,BIDU,GOOG,IBM,JD,META,MSFT,NVDA,ORCL,PDD,UBER,AAPL,AMD,AMZN,BABA,BIDU,GOOG,IBM,JD,META,MSFT,NVDA,ORCL,PDD,UBER,AAPL,AMD,AMZN,BABA,BIDU,GOOG,IBM,JD,META,MSFT,NVDA,ORCL,PDD,UBER,AAPL,AMD,AMZN,BABA,BIDU,GOOG,IBM,JD,META,MSFT,NVDA,ORCL,PDD,UBER
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-02,17.296653747558594,3.950000047683716,19.898500442504883,,179.99000549316406,27.724082946777344,115.51818084716797,,54.65201187133789,31.233057022094727,3.74072265625,32.275020599365234,,,19.754642486572266,3.950000047683716,19.898500442504883,,179.99000549316406,27.724082946777344,177.37094116210938,,54.709999084472656,37.15999984741211,3.9649999141693115,37.84000015258789,,,19.89392852783203,3.9800000190734863,19.968000411987305,,181.14999389648438,27.839401245117188,179.15870666503906,,55.220001220703125,37.400001525878906,3.994999885559082,38.029998779296875,,,19.71500015258789,3.8399999141693115,19.701000213623047,,174.50999450683594,27.603036880493164,177.05545043945312,,54.189998626708984,37.099998474121094,3.930000066757202,37.54999923706055,,,19.845714569091797,3.8499999046325684,19.940000534057617,,177.49000549316406,27.782365798950195,178.97705078125,,54.83000183105469,37.349998474121094,3.9800000190734863,37.779998779296875,,,234684800,20548400,42756000,,4702400,73129082,4755639,,43195500,30632200,26009200,18162100,,
2014-01-03,16.91672134399414,4.0,19.82200050354004,,175.27999877929688,27.521841049194336,116.2093276977539,,54.502174377441406,31.022937774658203,3.695909261703491,32.189456939697266,,,19.320714950561523,4.0,19.82200050354004,,175.27999877929688,27.521841049194336,178.43212890625,,54.560001373291016,36.90999984741211,3.9175000190734863,37.619998931884766,,,19.774999618530273,4.0,20.135499954223633,,180.3000030517578,27.81897735595703,179.11090087890625,,55.650001525878906,37.220001220703125,3.9800000190734863,37.86000061035156,,,19.301071166992188,3.880000114440918,19.81100082397461,,174.75,27.520097732543945,177.1510467529297,,54.529998779296875,36.599998474121094,3.9049999713897705,37.560001373291016,,,19.7450008392334,3.9800000190734863,19.914499282836914,,179.72999572753906,27.77090835571289,177.65774536132812,,55.02000045776367,37.20000076293945,3.9725000858306885,37.650001525878906,,,392467600,22887200,44204000,,3382200,66917888,4250107,,38246200,31134800,25933200,11693900,,
2014-01-06,17.00896644592285,4.130000114440918,19.681499481201172,,176.6300048828125,27.828691482543945,115.81085205078125,,57.139373779296875,30.367347717285156,3.7454397678375244,32.06110763549805,,,19.426071166992188,4.130000114440918,19.681499481201172,,176.6300048828125,27.828691482543945,177.8202667236328,,57.20000076293945,36.130001068115234,3.9700000286102295,37.470001220703125,,,19.5285701751709,4.179999828338623,19.850000381469727,,177.75,27.867046356201172,179.12045288085938,,57.2599983215332,36.88999938964844,4.0,37.79999923706055,,,19.05714225769043,3.990000009536743,19.42099952697754,,173.75,27.557706832885742,177.1510467529297,,54.04999923706055,36.11000061035156,3.9200000762939453,37.41999816894531,,,19.194643020629883,4.010000228881836,19.792499542236328,,175.17999267578125,27.721343994140625,178.91969299316406,,54.41999816894531,36.849998474121094,3.9574999809265137,37.63999938964844,,,412610800,42398300,63412000,,2858700,71037271,4254919,,68852600,43603700,40949200,15329400,,
2014-01-07,16.887325286865234,4.179999828338623,19.901500701904297,,178.82000732421875,28.36517906188965,118.12081909179688,,57.85860824584961,30.60268783569336,3.8067634105682373,32.38625717163086,,,19.28714370727539,4.179999828338623,19.901500701904297,,178.82000732421875,28.36517906188965,181.3671112060547,,57.91999816894531,36.40999984741211,4.034999847412109,37.849998474121094,,,19.498571395874023,4.25,19.923500061035156,,179.17999267578125,28.385852813720703,181.97897338867188,,58.54999923706055,36.4900016784668,4.050000190734863,37.93000030517578,,,19.211429595947266,4.110000133514404,19.714500427246094,,175.6999969482422,27.924333572387695,178.18356323242188,,57.220001220703125,36.209999084472656,3.9825000762939453,37.5,,,19.440000534057617,4.190000057220459,19.75200080871582,,178.1999969482422,28.019973754882812,178.193115234375,,57.70000076293945,36.33000183105469,4.010000228881836,37.65999984741211,,,317209200,42932100,38320000,,2480500,102486711,6205186,,77207400,35802800,33328800,16792200,,
2014-01-08,16.994266510009766,4.179999828338623,20.09600067138672,,181.7899932861328,28.424209594726562,117.03739929199219,,58.16828155517578,30.056358337402344,3.8586525917053223,32.275020599365234,,,19.409286499023438,4.179999828338623,20.09600067138672,,181.7899932861328,28.424209594726562,179.70362854003906,,58.22999954223633,35.7599983215332,4.090000152587891,37.720001220703125,,,19.484285354614258,4.260000228881836,20.149999618530273,,184.8699951171875,28.575891494750977,181.08985900878906,,58.40999984741211,36.13999938964844,4.110000133514404,37.90999984741211,,,19.238929748535156,4.139999866485596,19.802000045776367,,179.5,28.226449966430664,179.0248565673828,,57.22999954223633,35.58000183105469,4.034999847412109,37.560001373291016,,,19.243213653564453,4.230000019073486,19.923500061035156,,179.94000244140625,28.543014526367188,181.0038299560547,,57.599998474121094,36.0,4.050000190734863,37.790000915527344,,,258529600,30678700,46330000,,3441900,90036218,4815470,,56682400,59971700,30819200,16111600,,
2014-01-09,16.777257919311523,4.090000152587891,20.050500869750977,,175.52000427246094,28.150484085083008,116.67007446289062,,57.15935516357422,29.86304473876953,3.714777708053589,32.21512985229492,,,19.161428451538086,4.090000152587891,20.050500869750977,,175.52000427246094,28.150484085083008,179.1395721435547,,57.220001220703125,35.529998779296875,3.9375,37.650001525878906,,,19.53071403503418,4.230000019073486,20.344499588012695,,185.5,28.498680114746094,181.16635131835938,,58.959999084472656,35.90999984741211,4.034999847412109,37.849998474121094,,,19.11964225769043,4.050000190734863,19.922000885009766,,175.3000030517578,28.03392219543457,178.34608459472656,,56.650001525878906,35.400001525878906,3.924999952316284,37.459999084472656,,,19.5285701751709,4.199999809265137,20.18549919128418,,182.64999389648438,28.4792537689209,180.70745849609375,,58.650001525878906,35.880001068115234,4.027500152587891,37.849998474121094,,,279148800,30667600,42060000,,4522300,83692529,4520080,,92253300,36516300,29217200,13623500,,
2014-01-10,16.66530990600586,4.170000076293945,19.882999420166016,,179.66000366210938,28.148990631103516,116.59532928466797,,57.87858963012695,30.291696548461914,3.7100605964660645,32.608726501464844,,,19.033571243286133,4.170000076293945,19.882999420166016,,179.66000366210938,28.148990631103516,179.0248565673828,,57.939998626708984,36.040000915527344,3.932499885559082,38.11000061035156,,,19.314285278320312,4.199999809265137,20.187999725341797,,180.22000122070312,28.37066078186035,180.27725219726562,,58.29999923706055,36.150001525878906,3.9774999618530273,38.13999938964844,,,18.96821403503418,4.070000171661377,19.690000534057617,,176.61000061035156,27.951480865478516,178.08795166015625,,57.060001373291016,35.75,3.8975000381469727,37.59000015258789,,,19.27964210510254,4.090000152587891,20.12649917602539,,178.89999389648438,28.37066078186035,180.0286865234375,,57.130001068115234,35.900001525878906,3.950000047683716,37.75,,,304976000,20840800,53590000,,3318100,86061375,4207430,,42449500,40548800,21849200,15402900,,
2014-01-13,16.752552032470703,4.130000114440918,19.548999786376953,,171.0,27.969663619995117,114.66517639160156,,55.85074234008789,29.400766372680664,3.622792959213257,32.30069351196289,,,19.133214950561523,4.130000114440918,19.548999786376953,,171.0,27.969663619995117,176.06118774414062,,55.90999984741211,34.97999954223633,3.8399999141693115,37.75,,,19.375,4.199999809265137,19.98900032043457,,181.0500030517578,28.5656795501709,178.72848510742188,,58.25,36.02000045776367,3.9574999809265137,38.20000076293945,,,18.924285888671875,4.090000152587891,19.422500610351562,,170.38999938964844,27.824954986572266,175.77438354492188,,55.380001068115234,34.83000183105469,3.8324999809265137,37.70000076293945,,,18.925357818603516,4.190000057220459,19.89900016784668,,178.10000610351562,28.05658721923828,178.06883239746094,,57.90999984741211,35.9900016784668,3.932499885559082,37.95000076293945,,,378492800,22856100,56898000,,4439400,97118665,6050796,,63010900,45901900,24333200,20848300,,
