Date,Open,High,Low,Close,Adj Close,Volume
2024-03-11,216.0,225.39999389648438,216.0,223.17999267578125,223.17999267578125,712500
2024-03-12,223.1699981689453,227.30999755859375,221.25999450683594,222.67999267578125,222.67999267578125,523800
2024-03-13,222.69000244140625,226.8699951171875,221.60000610351562,224.94000244140625,224.94000244140625,367000
2024-03-14,225.1199951171875,227.00999450683594,212.3000030517578,216.6300048828125,216.6300048828125,480000
2024-03-15,215.5399932861328,220.7100067138672,215.5399932861328,218.4499969482422,218.4499969482422,970500
