Date,AAPL,AMD,AMZN,BABA,BIDU,GOOG,IBM,JD,META,MSFT,NVDA,ORCL,PDD,UBER
2023-01-03,124.21630096435547,64.0199966430664,85.81999969482422,90.75994873046875,119.12999725341797,89.69999694824219,133.6342010498047,56.78586959838867,124.6077880859375,237.0360107421875,143.08648681640625,82.14888000488281,84.52999877929688,25.360000610351562
2023-01-04,125.49749755859375,64.66000366210938,85.13999938964844,102.54156494140625,131.75999450683594,88.70999908447266,134.62548828125,65.1205062866211,127.2350082397461,226.6672821044922,147.42459106445312,82.89461517333984,91.05999755859375,25.90999984741211
2023-01-05,124.16664123535156,62.33000183105469,83.12000274658203,103.19281768798828,132.52999877929688,86.7699966430664,133.21881103515625,64.92346954345703,126.80545806884766,219.94937133789062,142.58673095703125,82.72779846191406,95.43000030517578,25.549999237060547
2023-01-06,128.73524475097656,63.959999084472656,86.08000183105469,105.97541046142578,133.05999755859375,88.16000366210938,135.66395568847656,63.34718322753906,129.8822021484375,222.54153442382812,148.5240936279297,84.0524673461914,95.95999908447266,26.399999618530273
2023-01-09,129.26161193847656,67.23999786376953,87.36000061035156,109.35991668701172,133.38999938964844,88.80000305175781,135.52236938476562,62.19451904296875,129.33277893066406,224.70831298828125,156.21067810058594,85.11616516113281,95.5199966430664,27.399999618530273
2023-01-10,129.83766174316406,68.05000305175781,89.87000274658203,113.35618591308594,134.75,89.23999786376953,136.70245361328125,62.70681381225586,132.8490447998047,226.41993713378906,159.01943969726562,85.1949691772461,94.08999633789062,28.040000915527344
2023-01-11,132.57882690429688,69.05999755859375,95.08999633789062,113.49433135986328,138.6199951171875,92.26000213623047,137.13671875,62.10585021972656,132.7491455078125,233.26644897460938,159.93902587890625,87.26329040527344,93.0199966430664,28.350000381469727
2023-01-12,132.4993896484375,70.80000305175781,95.2699966430664,111.64913940429688,136.52000427246094,91.91000366210938,137.41050720214844,62.23392105102539,136.5651092529297,235.9773712158203,165.03677368164062,87.44056701660156,93.45999908447266,29.030000686645508
2023-01-13,133.84014892578125,71.0,98.12000274658203,115.45793914794922,138.97999572753906,92.80000305175781,137.73150634765625,62.65755081176758,136.83480834960938,236.68971252441406,168.91506958007812,87.8542251586914,97.0,29.440000534057617
2023-01-17,135.0120849609375,71.58999633789062,96.05000305175781,113.66207885742188,130.6199951171875,92.16000366210938,137.0706329345703,59.07149124145508,135.21653747558594,237.79783630371094,176.94149780273438,87.26329040527344,94.8499984741211,29.200000762939453
2023-01-18,134.28709411621094,70.52999877929688,95.45999908447266,111.71820831298828,125.91999816894531,91.77999877929688,132.55795288085938,57.652828216552734,132.87901306152344,233.3060302734375,173.6929473876953,85.40179443359375,89.55000305175781,28.959999084472656
2023-01-19,134.3466796875,67.70999908447266,93.68000030517578,115.03364562988281,128.17999267578125,93.91000366210938,132.75621032714844,58.53948974609375,136.0056915283203,229.46722412109375,167.5756378173828,84.64342498779297,90.22000122070312,29.030000686645508
2023-01-20,136.92892456054688,70.06999969482422,97.25,118.27013397216797,135.75,99.27999877929688,133.3037567138672,59.53452682495117,139.22227478027344,237.669189453125,178.3108673095703,85.93365478515625,92.83999633789062,30.360000610351562
2023-01-23,140.14682006835938,76.52999877929688,97.5199966430664,117.94451141357422,136.33999633789062,101.20999908447266,133.92686462402344,60.15519332885742,143.11814880371094,240.004150390625,191.84486389160156,87.6277084350586,95.30000305175781,30.530000686645508
2023-01-24,141.55711364746094,74.69999694824219,96.31999969482422,117.85570526123047,132.7899932861328,99.20999908447266,133.5775604248047,60.70689010620117,142.98828125,239.46987915039062,192.56455993652344,88.34668731689453,96.30999755859375,29.93000030517578
2023-01-25,140.89169311523438,74.91000366210938,97.18000030517578,118.65496063232422,134.22999572753906,96.7300033569336,132.8883819580078,60.47045135498047,141.3500213623047,238.05506896972656,193.14430236816406,88.28759765625,96.48999786376953,30.290000915527344
2023-01-26,142.9773712158203,75.16000366210938,99.22000122070312,118.97071838378906,138.42999267578125,99.16000366210938,126.9312515258789,62.17481231689453,147.1438751220703,245.36659240722656,197.9321746826172,88.47472381591797,104.66000366210938,30.020000457763672
2023-01-27,144.93389892578125,75.4000015258789,102.23999786376953,116.80976104736328,139.0399932861328,100.70999908447266,126.8746109008789,62.79547882080078,151.5791778564453,245.52490234375,203.55967712402344,87.64739227294922,104.68000030517578,30.360000610351562
2023-01-30,142.02391052246094,72.44999694824219,100.55000305175781,109.7249984741211,138.47999572753906,97.94999694824219,127.73370361328125,58.94342041015625,146.9041290283203,240.1327667236328,191.53501892089844,86.03214263916016,97.1500015258789,29.6299991607666
2023-01-31,143.3050994873047,75.1500015258789,103.12999725341797,108.73826599121094,134.67999267578125,99.87000274658203,127.1955795288086,58.64786148071289,148.81210327148438,245.17860412597656,195.28334045410156,87.1253890991211,97.9800033569336,30.93000030517578
2023-02-01,144.4373016357422,84.63999938964844,105.1500015258789,111.32351684570312,152.25,101.43000030517578,127.53545379638672,59.57393264770508,152.95770263671875,250.06614685058594,209.33712768554688,88.69140625,102.9800033569336,31.489999771118164
