Date,AAPL,AMD,AMZN,BABA,BIDU,GOOG,IBM,JD,META,MSFT,NVDA,ORCL,PDD,UBER
2023-01-18,136.82000732421875,71.87000274658203,97.25,116.75,131.49000549316406,92.94000244140625,144.39999389648438,60.709999084472656,135.80999755859375,241.57000732421875,176.6699981689453,88.5999984741211,96.11000061035156,29.950000762939453
2023-01-19,134.0800018310547,68.97000122070312,94.73999786376953,114.0199966430664,126.9800033569336,91.38999938964844,140.0,59.09000015258789,132.49000549316406,233.77999877929688,170.36000061035156,86.4000015258789,91.8499984741211,28.469999313354492
2023-01-20,135.27999877929688,68.01000213623047,93.86000061035156,118.302001953125,133.4199981689453,95.94999694824219,141.6699981689453,60.494998931884766,135.88999938964844,234.86000061035156,170.11000061035156,86.02999877929688,92.01000213623047,29.299999237060547
2023-01-23,138.1199951171875,72.22000122070312,97.55999755859375,120.0,136.0,99.12999725341797,141.39999389648438,60.95000076293945,139.2899932861328,241.10000610351562,180.63999938964844,87.19000244140625,93.5,30.6299991607666
2023-01-24,140.30999755859375,73.75,96.93000030517578,115.0,134.24000549316406,99.55000305175781,141.25,60.20000076293945,141.69000244140625,242.5,188.27000427246094,89.05000305175781,93.91999816894531,28.510000228881836
2023-01-25,140.88999938964844,72.9000015258789,92.55999755859375,118.51000213623047,131.99000549316406,97.19999694824219,140.47000122070312,61.13999938964844,141.22000122070312,234.47999572753906,189.1300048828125,88.69999694824219,95.55000305175781,29.219999313354492
2023-01-26,143.1699981689453,76.5,98.23999786376953,121.0,137.22999572753906,98.27999877929688,137.52999877929688,62.52000045776367,144.39999389648438,243.64999389648438,197.00999450683594,89.88999938964844,98.86000061035156,30.530000686645508
2023-01-27,143.16000366210938,73.69999694824219,99.52999877929688,119.69000244140625,139.6699981689453,99.05000305175781,134.44000244140625,64.19999694824219,148.24000549316406,248.99000549316406,194.6199951171875,89.5,104.69999694824219,29.700000762939453
2023-01-30,144.9600067138672,74.2300033569336,101.08999633789062,111.69000244140625,140.64999389648438,98.74500274658203,134.32000732421875,60.61000061035156,149.41000366210938,244.50999450683594,199.5,88.47000122070312,99.61000061035156,30.200000762939453
2023-01-31,142.6999969482422,72.26000213623047,101.16000366210938,109.41999816894531,136.0,97.86000061035156,135.5,59.029998779296875,147.9499969482422,243.4499969482422,191.6999969482422,87.69000244140625,95.86000061035156,29.75
2023-02-01,143.97000122070312,78.47000122070312,102.52999877929688,111.86000061035156,145.0500030517578,99.73999786376953,134.49000549316406,60.130001068115234,148.02999877929688,248.0,196.91000366210938,88.37000274658203,102.30999755859375,30.8799991607666
2023-02-02,148.89999389648438,84.29000091552734,110.25,112.5,154.64999389648438,106.79000091552734,135.9600067138672,60.29999923706055,183.3800048828125,258.82000732421875,210.0,90.66000366210938,102.80000305175781,32.41999816894531
2023-02-03,148.02999877929688,86.66000366210938,105.26000213623047,108.05000305175781,148.0,103.51000213623047,136.35000610351562,58.689998626708984,183.47000122070312,259.5400085449219,210.0,88.47000122070312,98.45999908447266,32.16999816894531
2023-02-06,152.57000732421875,84.62999725341797,102.93000030517578,103.81999969482422,142.02000427246094,102.68499755859375,135.8300018310547,56.470001220703125,186.52999877929688,257.44000244140625,208.05999755859375,89.51000213623047,92.12000274658203,33.529998779296875
2023-02-07,150.63999938964844,84.31999969482422,101.16999816894531,106.83999633789062,159.14999389648438,103.62999725341797,135.6699981689453,56.88999938964844,185.5800018310547,260.5299987792969,213.82000732421875,87.87000274658203,95.9000015258789,33.65999984741211
2023-02-08,153.8800048828125,85.87999725341797,102.04000091552734,107.0999984741211,157.0,102.69000244140625,135.7100067138672,56.790000915527344,190.0,273.20001220703125,223.8699951171875,86.93000030517578,93.4800033569336,37.43000030517578
2023-02-09,153.77999877929688,85.87999725341797,101.31999969482422,108.5,154.47000122070312,100.54000091552734,134.99000549316406,56.41999816894531,186.1300048828125,273.79998779296875,226.05999755859375,87.13999938964844,96.0,36.88999938964844
2023-02-10,149.4600067138672,82.29000091552734,97.55999755859375,105.80000305175781,142.83999633789062,95.73999786376953,133.77999877929688,53.41999816894531,176.35000610351562,261.5299987792969,216.89999389648438,86.52999877929688,91.01000213623047,34.400001525878906
2023-02-13,150.9499969482422,81.56999969482422,97.8499984741211,105.98999786376953,145.57000732421875,95.01000213623047,136.0,52.900001525878906,178.22000122070312,267.6400146484375,215.3800048828125,87.27999877929688,94.98999786376953,34.5
2023-02-14,152.1199951171875,82.69999694824219,98.41000366210938,103.55000305175781,145.4499969482422,94.66000366210938,137.0500030517578,51.63999938964844,177.16000366210938,272.6700134277344,215.77999877929688,89.0,93.9800033569336,33.11000061035156
2023-02-15,153.11000061035156,85.0999984741211,99.08999633789062,102.38999938964844,153.05999755859375,94.73999786376953,135.1999969482422,51.63999938964844,176.4199981689453,268.32000732421875,225.49000549316406,88.8499984741211,93.77999877929688,35.0099983215332
2023-02-16,153.50999450683594,82.9800033569336,99.20999908447266,102.70999908447266,149.0,95.54000091552734,135.57000732421875,53.790000915527344,172.75,264.0199890136719,221.3300018310547,87.45999908447266,94.22000122070312,35.599998474121094
2023-02-17,152.35000610351562,79.5999984741211,97.80000305175781,101.0,143.49000549316406,95.06999969482422,134.5,53.11000061035156,170.22000122070312,259.3900146484375,216.30999755859375,87.19999694824219,95.04000091552734,35.959999084472656
2023-02-21,150.1999969482422,77.1500015258789,95.33999633789062,96.5,138.27000427246094,93.23999786376953,134.0,48.11000061035156,174.30999755859375,254.47999572753906,210.0,86.76000213623047,86.22000122070312,33.779998779296875
2023-02-22,148.8699951171875,76.93000030517578,95.0999984741211,95.57499694824219,150.0,91.93399810791016,131.89999389648438,48.244998931884766,171.07000732421875,254.08999633789062,207.07000732421875,86.68000030517578,85.25,34.349998474121094
2023-02-23,150.08999633789062,80.62999725341797,96.12000274658203,100.0999984741211,140.75,92.12999725341797,131.5,47.900001525878906,172.0,255.55999755859375,234.39999389648438,87.1500015258789,86.58000183105469,34.790000915527344
2023-02-24,147.11000061035156,77.75,93.52999877929688,90.06999969482422,131.1199951171875,89.62999725341797,129.6199951171875,44.737998962402344,168.63999938964844,249.9600067138672,232.25,87.30999755859375,83.43000030517578,33.70000076293945
2023-02-27,147.7100067138672,79.63999938964844,94.27999877929688,90.8499984741211,136.1999969482422,90.08999633789062,131.4199981689453,45.5,171.8800048828125,252.4600067138672,236.6999969482422,88.86000061035156,85.75,33.67499923706055
2023-02-28,147.0500030517578,77.87000274658203,93.13999938964844,88.45999908447266,138.2100067138672,89.54000091552734,130.5500030517578,44.275001525878906,171.89999389648438,249.07000732421875,233.72000122070312,87.69999694824219,85.98999786376953,33.75
2023-03-01,146.8300018310547,78.55000305175781,93.87000274658203,92.91999816894531,145.74000549316406,90.16000366210938,128.89999389648438,46.540000915527344,174.58999633789062,250.75999450683594,231.9199981689453,86.9000015258789,92.6500015258789,33.43000030517578
2023-03-02,144.3800048828125,77.56999969482422,91.41000366210938,88.95999908447266,143.5,89.86000061035156,128.38999938964844,45.619998931884766,172.3800048828125,246.5500030517578,224.8800048828125,86.05999755859375,90.66999816894531,32.540000915527344
2023-03-03,148.0399932861328,80.4000015258789,92.73999786376953,90.11000061035156,151.83999633789062,92.73999786376953,129.35000610351562,47.16999816894531,178.9199981689453,252.19000244140625,233.1999969482422,87.31999969482422,94.91999816894531,34.0
2023-03-06,153.7899932861328,82.02999877929688,95.19000244140625,89.58499908447266,150.63999938964844,94.36000061035156,129.63999938964844,47.66999816894531,188.0,256.42999267578125,238.91000366210938,89.41000366210938,94.62000274658203,34.584999084472656
2023-03-07,153.6999969482422,81.06999969482422,94.05999755859375,89.5199966430664,145.38999938964844,95.41999816894531,130.27999877929688,47.36000061035156,189.0,256.29998779296875,236.0,89.58000183105469,93.77999877929688,33.849998474121094
2023-03-08,152.80999755859375,82.79000091552734,93.5999984741211,87.38999938964844,140.9499969482422,94.40499877929688,128.47999572753906,45.5099983215332,182.8699951171875,254.0399932861328,234.8699951171875,88.4000015258789,92.0,34.0099983215332
2023-03-09,153.55999755859375,85.29000091552734,93.68000030517578,85.12000274658203,139.69000244140625,94.48999786376953,128.3000030517578,44.5099983215332,186.35000610351562,255.82000732421875,241.75,88.33000183105469,90.06999969482422,34.40999984741211
2023-03-10,150.2100067138672,84.47000122070312,92.66999816894531,82.63999938964844,131.5,92.5,126.12000274658203,40.880001068115234,181.00999450683594,251.0800018310547,234.08999633789062,84.41000366210938,85.19000244140625,32.0
2023-03-13,147.80999755859375,81.38999938964844,89.97000122070312,83.01000213623047,132.3000030517578,90.56500244140625,125.1500015258789,39.683998107910156,177.9600067138672,247.39999389648438,227.52000427246094,83.31999969482422,84.7300033569336,30.584999084472656
2023-03-14,151.27999877929688,83.66999816894531,93.83000183105469,82.86000061035156,133.5,93.06999969482422,126.48999786376953,39.97999954223633,187.5800018310547,256.75,234.9600067138672,85.93000030517578,92.06999969482422,32.939998626708984
2023-03-15,151.19000244140625,86.7699966430664,93.22000122070312,81.55000305175781,131.80999755859375,93.54000091552734,122.98999786376953,39.380001068115234,192.9499969482422,259.9800109863281,237.61000061035156,83.08000183105469,91.16999816894531,31.829999923706055
2023-03-16,152.16000366210938,89.72000122070312,95.75,81.45999908447266,126.5,96.56999969482422,122.95999908447266,39.06999969482422,198.25999450683594,265.2099914550781,240.27000427246094,82.91999816894531,90.2300033569336,31.59000015258789
2023-03-17,156.0800018310547,96.66000366210938,99.79000091552734,84.0,143.72999572753906,100.83999633789062,124.08000183105469,39.47999954223633,200.55999755859375,278.260009765625,259.82000732421875,85.0,94.80000305175781,32.380001068115234
2023-03-20,155.07000732421875,96.30000305175781,98.41000366210938,80.1500015258789,144.4199981689453,101.05999755859375,124.30999755859375,38.0,198.47999572753906,276.9800109863281,256.1499938964844,85.27999877929688,79.93000030517578,31.600000381469727
2023-03-21,157.32000732421875,97.0,98.13999938964844,82.45999908447266,150.75,101.9800033569336,126.9000015258789,38.619998931884766,203.1999969482422,274.8800048828125,261.79998779296875,87.48999786376953,80.69999694824219,32.33000183105469
2023-03-22,159.3000030517578,95.6500015258789,100.44999694824219,84.83999633789062,150.08999633789062,105.13999938964844,127.0,39.5,202.5,273.3999938964844,264.25,87.54000091552734,80.69999694824219,32.58000183105469
2023-03-23,158.8300018310547,100.05000305175781,100.43000030517578,87.68000030517578,153.02999877929688,105.88999938964844,123.80999755859375,40.29999923706055,202.83999633789062,277.94000244140625,271.1499938964844,88.6500015258789,78.5199966430664,31.8799991607666
2023-03-24,158.86000061035156,99.18000030517578,98.06999969482422,85.87000274658203,154.33999633789062,105.73999786376953,123.36000061035156,39.91999816894531,205.17999267578125,277.239990234375,270.30999755859375,87.9800033569336,75.23999786376953,30.940000534057617
2023-03-27,159.94000244140625,98.0199966430664,99.06999969482422,87.12999725341797,152.60000610351562,105.31999969482422,126.47000122070312,39.34000015258789,204.80999755859375,280.5,268.3699951171875,88.62000274658203,72.25,31.030000686645508
2023-03-28,157.97000122070312,96.7699966430664,98.11000061035156,95.3499984741211,157.00999450683594,103.0,129.17999267578125,41.08000183105469,200.14999389648438,275.7900085449219,264.4700012207031,90.22000122070312,72.87000274658203,30.530000686645508
2023-03-29,159.3699951171875,96.06999969482422,98.69000244140625,97.58999633789062,157.6999969482422,102.72000122070312,130.1199951171875,40.91999816894531,203.55999755859375,278.9599914550781,268.25,90.12999725341797,72.11000061035156,30.6200008392334
2023-03-30,161.52999877929688,98.0,101.55000305175781,101.33999633789062,154.50999450683594,101.44000244140625,130.16000366210938,43.63999938964844,203.3800048828125,284.2300109863281,272.2900085449219,90.8499984741211,74.44000244140625,31.5
2023-03-31,162.44000244140625,96.33999633789062,102.16000366210938,102.86000061035156,151.47999572753906,101.70999908447266,129.47000122070312,44.459999084472656,207.24000549316406,283.7300109863281,271.3999938964844,90.55999755859375,75.0199966430664,31.420000076293945
2023-04-03,164.27000427246094,96.69999694824219,102.30000305175781,100.88999938964844,150.0,102.66999816894531,130.97000122070312,43.27000045776367,208.83999633789062,286.5199890136719,275.0899963378906,92.37999725341797,74.06999969482422,31.5
2023-04-04,166.60000610351562,97.04000091552734,102.75,98.94000244140625,149.58999633789062,104.83999633789062,131.99000549316406,42.130001068115234,213.38999938964844,287.2300109863281,279.6600036621094,93.8499984741211,74.9000015258789,31.940000534057617
2023-04-05,164.74000549316406,94.3499984741211,103.91000366210938,99.23999786376953,148.13999938964844,106.12000274658203,131.3699951171875,41.13999938964844,214.14999389648438,285.8500061035156,268.2900085449219,93.62000274658203,73.13999938964844,30.950000762939453
2023-04-06,162.42999267578125,91.47000122070312,100.75,98.52999877929688,144.63999938964844,105.7699966430664,132.16000366210938,40.5,209.25,283.2099914550781,265.8399963378906,94.33000183105469,72.5,30.93000030517578
2023-04-10,161.4199981689453,91.31999969482422,100.95999908447266,100.62000274658203,140.44000244140625,107.38999938964844,129.8300018310547,39.380001068115234,214.7100067138672,289.2099914550781,268.2300109863281,94.68000030517578,71.0,30.959999084472656
2023-04-11,162.35000610351562,96.05999755859375,100.80000305175781,102.45999908447266,139.88999938964844,106.91999816894531,130.5800018310547,40.540000915527344,215.47999572753906,285.75,277.239990234375,93.45999908447266,72.05000305175781,31.75
2023-04-12,161.22000122070312,94.97000122070312,100.4000015258789,97.81999969482422,136.13999938964844,107.38999938964844,130.39999389648438,39.0099983215332,214.83999633789062,284.7900085449219,273.70001220703125,94.37999725341797,69.16000366210938,31.190000534057617
2023-04-13,161.6300048828125,92.79000091552734,98.94999694824219,95.875,136.5800018310547,106.47000122070312,128.00999450683594,37.66999816894531,215.72999572753906,283.5899963378906,267.3399963378906,94.18000030517578,68.02999877929688,30.834999084472656
2023-04-14,164.58999633789062,91.81999969482422,102.06999969482422,95.62999725341797,131.4600067138672,107.69000244140625,128.4600067138672,37.29999923706055,217.8800048828125,287.0,265.0400085449219,95.5,68.5,31.309999465942383
2023-04-17,165.08999633789062,90.2300033569336,103.16000366210938,96.73999786376953,131.86000061035156,105.43000030517578,128.3000030517578,37.86199951171875,219.7899932861328,289.92999267578125,265.6499938964844,95.63999938964844,69.33999633789062,32.189998626708984
2023-04-18,166.10000610351562,91.61000061035156,103.94999694824219,99.0199966430664,131.9499969482422,107.0,128.13999938964844,38.29999923706055,219.91000366210938,291.57000732421875,275.3299865722656,96.0,69.76000213623047,32.369998931884766
2023-04-19,165.8000030517578,88.51000213623047,101.58000183105469,94.5999984741211,128.0800018310547,104.21499633789062,126.5,36.81999969482422,213.47000122070312,285.989990234375,273.6099853515625,95.58999633789062,68.5999984741211,31.350000381469727
2023-04-20,166.08999633789062,88.83000183105469,103.52999877929688,93.3499984741211,128.0,104.6500015258789,130.14999389648438,36.459999084472656,213.47999572753906,285.25,276.7099914550781,96.0,69.73999786376953,31.520000457763672
2023-04-21,165.0500030517578,89.80000305175781,106.0999984741211,89.95999908447266,125.72000122070312,106.08999633789062,126.0,35.5,210.2100067138672,285.010009765625,269.5199890136719,95.01000213623047,68.69999694824219,31.360000610351562
2023-04-24,165.0,88.11000061035156,107.66000366210938,88.4000015258789,123.5999984741211,106.05000305175781,125.55000305175781,35.290000915527344,213.67999267578125,282.0899963378906,270.1300048828125,95.33999633789062,68.76000213623047,30.68000030517578
2023-04-25,165.19000244140625,86.9000015258789,104.91000366210938,85.31999969482422,119.62999725341797,106.61000061035156,124.9000015258789,33.86000061035156,210.82000732421875,279.510009765625,270.7799987792969,95.13999938964844,64.44999694824219,30.34000015258789
2023-04-26,163.05999755859375,86.51000213623047,105.04000091552734,85.04000091552734,120.44999694824219,105.55999755859375,125.80999755859375,34.959999084472656,212.5,296.70001220703125,270.0199890136719,93.75,66.29000091552734,29.700000762939453
2023-04-27,165.19000244140625,86.41000366210938,108.16000366210938,83.06999969482422,117.11000061035156,105.2300033569336,126.37000274658203,34.33000183105469,239.88999938964844,295.9700012207031,273.6300048828125,94.30999755859375,66.0999984741211,30.06999969482422
2023-04-28,168.49000549316406,87.0199966430664,107.7300033569336,84.18000030517578,118.0,107.80000305175781,126.58000183105469,34.68000030517578,239.00999450683594,304.010009765625,272.25,94.2699966430664,65.4000015258789,29.6200008392334
2023-05-01,169.27999877929688,91.02999877929688,104.94999694824219,84.1500015258789,120.33000183105469,107.72000122070312,126.3499984741211,35.720001220703125,238.6199951171875,306.9700012207031,278.3999938964844,94.80000305175781,67.69000244140625,32.0
2023-05-02,170.08999633789062,89.31999969482422,101.47000122070312,83.1500015258789,119.80999755859375,107.66000366210938,126.30000305175781,35.0099983215332,243.17999267578125,307.760009765625,286.79998779296875,94.93000030517578,67.4000015258789,35.02000045776367
2023-05-03,169.5,83.54000091552734,103.73999786376953,81.30500030517578,116.56999969482422,106.22000122070312,125.45999908447266,34.11000061035156,239.47000122070312,306.6199951171875,278.3999938964844,95.06999969482422,64.20999908447266,36.75
2023-05-04,164.88999938964844,81.56999969482422,104.04000091552734,82.38999938964844,118.33999633789062,106.16000366210938,123.02999877929688,35.20000076293945,236.05999755859375,306.239990234375,276.510009765625,94.9800033569336,63.91999816894531,37.47999954223633
2023-05-05,170.97999572753906,84.98999786376953,104.2699966430664,82.75,122.48999786376953,105.31999969482422,123.11000061035156,35.85499954223633,232.24000549316406,305.7200012207031,278.260009765625,95.0,64.04000091552734,37.47999954223633
2023-05-08,172.47999572753906,89.98999786376953,105.04000091552734,83.62999725341797,125.20999908447266,105.79499816894531,123.76000213623047,35.650001525878906,231.4199981689453,310.1300048828125,285.2200012207031,97.08000183105469,62.869998931884766,37.81999969482422
2023-05-09,173.0500030517578,94.88999938964844,105.4800033569336,80.54499816894531,117.05000305175781,108.77999877929688,121.9000015258789,34.689998626708984,231.4600067138672,308.0,288.989990234375,96.19999694824219,59.79999923706055,38.4900016784668
2023-05-10,173.02000427246094,96.41999816894531,108.0999984741211,82.13999938964844,118.0,108.55000305175781,121.98999786376953,34.56999969482422,236.1699981689453,308.6199951171875,290.04998779296875,96.79000091552734,60.459999084472656,38.599998474121094
2023-05-11,173.85000610351562,98.16000366210938,111.02999877929688,85.43000030517578,119.1500015258789,115.86000061035156,122.0199966430664,36.45000076293945,233.0500030517578,310.1000061035156,288.9599914550781,97.54000091552734,61.040000915527344,38.63999938964844
2023-05-12,173.6199951171875,96.83000183105469,112.16000366210938,86.70999908447266,122.0,117.0,121.41000366210938,36.939998626708984,236.74000549316406,310.54998779296875,285.2900085449219,97.61000061035156,63.84000015258789,38.63999938964844
2023-05-15,173.16000366210938,95.19999694824219,111.1500015258789,87.12999725341797,123.80000305175781,116.48999786376953,123.0,36.220001220703125,236.9199981689453,309.1000061035156,285.0799865722656,97.87000274658203,65.19999694824219,38.34000015258789
2023-05-16,171.99000549316406,97.38999938964844,111.05000305175781,87.11000061035156,125.70999908447266,116.83000183105469,123.3499984741211,37.314998626708984,235.7899932861328,309.8299865722656,288.4100036621094,97.16999816894531,64.73999786376953,37.93000030517578
2023-05-17,171.7100067138672,101.79000091552734,114.88999938964844,88.45999908447266,128.0,120.18000030517578,123.94000244140625,36.904998779296875,238.4499969482422,312.2900085449219,295.8399963378906,98.77999877929688,64.66000366210938,37.72999954223633
2023-05-18,173.0,103.9800033569336,116.69000244140625,90.80999755859375,128.8800048828125,121.55999755859375,125.30000305175781,37.0,241.3000030517578,314.5299987792969,304.1000061035156,99.7699966430664,66.16000366210938,37.97999954223633
2023-05-19,176.38999938964844,106.36000061035156,118.16000366210938,83.8499984741211,124.0,124.19999694824219,126.79000091552734,35.61000061035156,247.47000122070312,316.739990234375,315.3599853515625,102.38999938964844,61.02000045776367,39.25
2023-05-22,173.97999572753906,104.68000030517578,116.7699966430664,85.66999816894531,127.0,123.51000213623047,127.5,35.9900016784668,245.41000366210938,318.6000061035156,309.010009765625,102.4800033569336,61.93000030517578,39.130001068115234
2023-05-23,173.1300048828125,107.25,114.2699966430664,84.16000366210938,123.80999755859375,124.93000030517578,127.23999786376953,35.20000076293945,246.80999755859375,320.0299987792969,310.0,101.06999969482422,61.5,38.9900016784668
2023-05-24,171.08999633789062,105.9800033569336,115.3499984741211,82.16500091552734,119.77999877929688,121.87999725341797,127.81999969482422,34.380001068115234,245.27999877929688,314.7300109863281,302.1000061035156,97.94999694824219,61.95000076293945,38.04999923706055
2023-05-25,172.41000366210938,117.30999755859375,116.62999725341797,80.58999633789062,119.33999633789062,125.20999908447266,125.61000061035156,33.29999923706055,253.39999389648438,323.239990234375,385.2300109863281,99.19999694824219,61.029998779296875,38.47999954223633
2023-05-26,173.32000732421875,122.45999908447266,116.04000091552734,79.9000015258789,122.19999694824219,124.06500244140625,127.05999755859375,33.040000915527344,252.92999267578125,324.0199890136719,378.8999938964844,104.3499984741211,68.5199966430664,38.2400016784668
2023-05-30,176.9600067138672,130.4199981689453,122.37000274658203,80.12000274658203,125.05999755859375,126.29000091552734,129.55999755859375,32.9900016784668,265.25,335.2300109863281,405.95001220703125,104.9000015258789,71.44000244140625,38.72999954223633
2023-05-31,177.3300018310547,122.41999816894531,121.44999694824219,79.58000183105469,121.36000061035156,123.69999694824219,128.50999450683594,32.25,260.0,332.2900085449219,394.8800048828125,104.47000122070312,65.80000305175781,37.25
2023-06-01,177.6999969482422,117.29000091552734,120.69000244140625,79.3499984741211,124.75,123.5,128.44000244140625,33.279998779296875,265.8999938964844,325.92999267578125,384.8900146484375,104.87999725341797,63.86000061035156,37.5
2023-06-02,181.02999877929688,120.75,124.91999816894531,85.08000183105469,134.16000366210938,124.48999786376953,130.3800048828125,35.84000015258789,272.6600036621094,334.25,400.9700012207031,106.5199966430664,71.29000091552734,39.0
2023-06-05,182.6300048828125,116.58999633789062,123.36000061035156,83.98999786376953,131.64999389648438,124.61000061035156,133.1199951171875,35.38999938964844,270.29998779296875,335.2200012207031,389.0899963378906,105.88999938964844,69.12000274658203,39.5
2023-06-06,179.97000122070312,117.91000366210938,125.06999969482422,83.5,132.82000732421875,126.5999984741211,132.42999267578125,36.01499938964844,270.1400146484375,335.3299865722656,388.29998779296875,106.80999755859375,67.77999877929688,40.249000549316406
2023-06-07,178.44000244140625,124.02999877929688,127.01000213623047,85.72000122070312,135.60000610351562,127.57499694824219,132.5,36.849998474121094,271.6700134277344,331.6499938964844,389.1499938964844,107.13999938964844,71.68000030517578,40.2400016784668
2023-06-08,177.89999389648438,118.30000305175781,123.01000213623047,85.16999816894531,133.4199981689453,122.58499908447266,134.69000244140625,37.04999923706055,260.6199951171875,323.94000244140625,377.239990234375,105.66999816894531,72.94000244140625,39.18000030517578
2023-06-09,181.5,123.56999969482422,124.08000183105469,86.05999755859375,136.05999755859375,122.55999755859375,134.36000061035156,37.040000915527344,262.4800109863281,324.989990234375,390.3699951171875,107.69999694824219,75.77999877929688,40.04999923706055
2023-06-12,181.27000427246094,128.52000427246094,124.0199966430664,86.01000213623047,134.88999938964844,123.3949966430664,136.0,36.720001220703125,267.1700134277344,328.5799865722656,392.0,114.33999633789062,76.0,41.2599983215332
2023-06-13,182.8000030517578,132.32000732421875,128.1199951171875,87.95999908447266,140.85000610351562,125.6500015258789,136.50999450683594,37.900001525878906,274.8800048828125,334.4700012207031,401.8599853515625,123.31999969482422,78.69000244140625,41.75
2023-06-14,183.3699951171875,126.52999877929688,126.69999694824219,87.97000122070312,143.1300048828125,123.80000305175781,137.8000030517578,37.96500015258789,271.8900146484375,334.3399963378906,408.239990234375,116.5,77.45999908447266,41.29999923706055
2023-06-15,183.9600067138672,125.38999938964844,125.20999908447266,91.45999908447266,149.2100067138672,123.87999725341797,137.27000427246094,39.59000015258789,272.29998779296875,337.4800109863281,426.0199890136719,121.94999694824219,81.7300033569336,41.02000045776367
2023-06-16,186.72999572753906,125.81999969482422,127.70999908447266,94.0,149.0,126.69999694824219,139.22999572753906,40.66999816894531,284.75,351.32000732421875,434.5,127.13999938964844,81.72000122070312,43.06999969482422
2023-06-20,184.41000366210938,119.08999633789062,124.97000122070312,89.83000183105469,147.0,123.53500366210938,136.36000061035156,38.040000915527344,278.7300109863281,339.30999755859375,429.9800109863281,124.44999694824219,75.56999969482422,42.77000045776367
2023-06-21,184.89999389648438,118.48999786376953,125.63999938964844,87.37999725341797,142.77999877929688,123.23500061035156,135.11000061035156,36.755001068115234,283.5299987792969,336.3699951171875,435.010009765625,121.94999694824219,73.0,42.5
2023-06-22,183.74000549316406,112.23999786376953,125.30999755859375,86.77999877929688,140.5,120.66000366210938,131.67999267578125,36.65999984741211,279.0799865722656,334.1199951171875,422.5299987792969,121.61000061035156,72.68000030517578,42.29999923706055
2023-06-23,185.5500030517578,109.30999755859375,129.11000061035156,85.80999755859375,140.16000366210938,122.04000091552734,130.39999389648438,35.869998931884766,281.510009765625,334.3599853515625,424.6400146484375,119.58999633789062,71.31999969482422,42.59000015258789
2023-06-26,186.8300018310547,110.94999694824219,129.3300018310547,85.31999969482422,139.6300048828125,121.46600341796875,129.38999938964844,34.915000915527344,288.70001220703125,333.7200012207031,424.6099853515625,117.98999786376953,70.23999786376953,43.75
2023-06-27,185.88999938964844,108.56999969482422,128.6300048828125,86.81999969482422,142.5399932861328,117.83999633789062,131.3000030517578,35.779998779296875,282.010009765625,331.8599853515625,407.989990234375,116.56999969482422,71.5,44.689998626708984
2023-06-28,187.92999267578125,108.20999908447266,128.94000244140625,85.75,141.17999267578125,117.95999908447266,132.05999755859375,34.994998931884766,284.82000732421875,334.6600036621094,406.6000061035156,116.77999877929688,71.0,43.5
