Date,AAPL,AMZN,BABA,BIDU,GOOG,IBM,JD,META,MSFT,ORCL,PDD,UBER
2023-01-26,142.9773712158203,99.22000122070312,118.97071838378906,138.42999267578125,99.16000366210938,126.93125915527344,62.17481231689453,147.3000030517578,245.36659240722656,88.4747314453125,104.66000366210938,30.020000457763672
2023-01-27,144.93389892578125,102.23999786376953,116.80976104736328,139.0399932861328,100.70999908447266,126.8746109008789,62.79547882080078,151.74000549316406,245.52488708496094,87.64739990234375,104.68000030517578,30.360000610351562
2023-01-30,142.02391052246094,100.55000305175781,109.7249984741211,138.47999572753906,97.94999694824219,127.73371124267578,58.94342041015625,147.05999755859375,240.13278198242188,86.03214263916016,97.1500015258789,29.6299991607666
2023-01-31,143.30511474609375,103.12999725341797,108.73826599121094,134.67999267578125,99.87000274658203,127.19559478759766,58.64786148071289,148.97000122070312,245.17860412597656,87.1253890991211,97.9800033569336,30.93000030517578
2023-02-01,144.4373016357422,105.1500015258789,111.32351684570312,152.25,101.43000030517578,127.53544616699219,59.57393264770508,153.1199951171875,250.06614685058594,88.69141387939453,102.9800033569336,31.489999771118164
2023-02-02,149.79054260253906,112.91000366210938,108.28437042236328,151.2899932861328,108.80000305175781,128.7627410888672,58.43112564086914,188.77000427246094,261.7903137207031,88.0315170288086,99.61000061035156,33.04999923706055
2023-02-03,153.44540405273438,103.38999938964844,104.91960144042969,143.05999755859375,105.22000122070312,129.28199768066406,56.77602005004883,186.52999877929688,255.60670471191406,88.26789855957031,95.6500015258789,33.09000015258789
2023-02-06,150.69432067871094,102.18000030517578,104.05126953125,142.82000732421875,103.47000122070312,128.5644989013672,55.88935470581055,186.05999755859375,254.04344177246094,87.1943359375,93.80999755859375,33.900001525878906
2023-02-07,153.59439086914062,102.11000061035156,104.1006088256836,160.22000122070312,108.04000091552734,128.24351501464844,56.2440185546875,191.6199951171875,264.7188720703125,86.416259765625,94.44999694824219,34.900001525878906
2023-02-08,150.88304138183594,100.05000305175781,103.71578216552734,152.33999633789062,100.0,128.37567138671875,54.52980041503906,183.42999267578125,263.897705078125,85.3821029663086,92.43000030517578,36.83000183105469
2023-02-09,149.84017944335938,98.23999786376953,107.02134704589844,148.07000732421875,95.45999908447266,127.82140350341797,54.62832260131836,177.9199981689453,260.8207092285156,85.34270477294922,93.87999725341797,35.88999938964844
2023-02-10,150.20823669433594,97.61000061035156,102.27515411376953,138.99000549316406,94.86000061035156,129.5894012451172,51.5151481628418,174.14999389648438,260.3062744140625,85.82530975341797,92.44999694824219,34.29999923706055
2023-02-13,153.0331573486328,99.54000091552734,103.40003204345703,146.86000061035156,95.0,131.2618408203125,51.653072357177734,179.42999267578125,268.43896484375,88.07090759277344,96.0999984741211,33.439998626708984
2023-02-14,152.38661193847656,99.69999694824219,102.83759307861328,149.07000732421875,94.94999694824219,129.98121643066406,51.54470443725586,179.47999572753906,269.2799377441406,87.74588012695312,95.88999938964844,35.22999954223633
2023-02-15,154.5052947998047,101.16000366210938,101.71271514892578,152.0399932861328,97.0999984741211,130.3539276123047,51.45603561401367,177.16000366210938,267.1275939941406,87.0072021484375,94.45999908447266,36.22999954223633
2023-02-16,152.89390563964844,98.1500015258789,101.7423095703125,149.00999450683594,95.77999877929688,129.01600646972656,53.29832458496094,172.44000244140625,260.0159606933594,86.39656066894531,96.79000091552734,36.220001220703125
2023-02-17,151.7400665283203,97.19999694824219,98.68343353271484,141.7100067138672,94.58999633789062,129.0351104736328,52.23432922363281,172.8800048828125,255.95924377441406,85.96318817138672,93.41999816894531,34.77000045776367
2023-02-21,147.69166564941406,94.58000183105469,93.83855438232422,140.82000732421875,92.05000305175781,125.871826171875,46.47101593017578,172.0800018310547,250.6131591796875,84.89949798583984,84.51000213623047,34.20000076293945
2023-02-22,148.119384765625,95.79000091552734,93.5228042602539,137.1199951171875,91.80000305175781,125.16463470458984,45.84049987792969,171.1199951171875,249.46258544921875,85.0176773071289,83.41999816894531,34.540000915527344
2023-02-23,148.60679626464844,95.81999969482422,92.9110336303711,137.94000244140625,91.06999969482422,124.99259948730469,45.95872497558594,172.0399932861328,252.69606018066406,87.24358367919922,86.11000061035156,34.470001220703125
2023-02-24,145.93106079101562,93.5,87.81947326660156,132.50999450683594,89.3499984741211,124.78236389160156,44.13613510131836,170.38999938964844,247.1912384033203,87.3223876953125,83.72000122070312,33.400001525878906
2023-02-27,147.1346435546875,93.76000213623047,88.06615447998047,139.36000061035156,90.0999984741211,124.7059097290039,44.0770263671875,169.5399932861328,248.1235809326172,86.63292694091797,86.0,33.54999923706055
2023-02-28,146.62734985351562,94.2300033569336,86.62552642822266,137.69000244140625,90.30000305175781,123.56864929199219,43.781471252441406,174.94000244140625,247.38958740234375,86.08139038085938,87.7300033569336,33.2599983215332
2023-03-01,144.5384979248047,92.16999816894531,88.75686645507812,143.66000366210938,90.51000213623047,122.50785827636719,45.0523567199707,173.4199981689453,244.26524353027344,85.0373764038086,91.04000091552734,32.9900016784668
2023-03-02,145.13531494140625,92.12999725341797,88.55952453613281,150.22999572753906,92.30999755859375,123.21504211425781,46.37249755859375,174.52999877929688,249.0658416748047,85.65788269042969,95.76000213623047,33.689998626708984
2023-03-03,150.22811889648438,94.9000015258789,88.51018524169922,153.4600067138672,94.0199966430664,123.89356994628906,46.756717681884766,185.25,253.21182250976562,87.90348052978516,95.69000244140625,34.56999969482422
2023-03-06,153.0132598876953,93.75,88.4312515258789,149.50999450683594,95.58000183105469,124.41920471191406,47.209903717041016,184.89999389648438,254.7789306640625,88.3860855102539,93.77999877929688,33.880001068115234
2023-03-07,150.7951202392578,93.55000305175781,87.55305480957031,142.63999938964844,94.16999816894531,122.56519317626953,45.87990951538086,184.50999450683594,252.0811004638672,87.02690124511719,93.66999816894531,34.13999938964844
2023-03-08,152.05836486816406,93.91999816894531,85.79666137695312,142.10000610351562,94.6500015258789,122.37406158447266,46.28383255004883,184.97000122070312,251.634765625,87.15493774414062,93.02999877929688,34.0099983215332
2023-03-09,149.79046630859375,92.25,82.26415252685547,131.4600067138672,92.66000366210938,120.56784057617188,41.06237030029297,181.69000244140625,250.26600646972656,85.55938720703125,85.6500015258789,32.31999969482422
2023-03-10,147.7115478515625,90.7300033569336,81.85958862304688,132.4199981689453,91.01000213623047,119.88929748535156,39.87030029296875,179.50999450683594,246.56634521484375,82.80162811279297,85.7300033569336,31.110000610351562
2023-03-13,149.6710968017578,92.43000030517578,81.80038452148438,133.64999389648438,91.66000366210938,120.01354217529297,39.5156364440918,180.89999389648438,251.85296630859375,83.64865112304688,91.16999816894531,30.81999969482422
2023-03-14,151.77984619140625,94.87999725341797,82.73778533935547,136.6999969482422,94.25,119.12477111816406,39.84074401855469,194.02000427246094,258.66705322265625,83.28423309326172,92.7300033569336,32.36000061035156
2023-03-15,152.17771911621094,96.19999694824219,80.42882537841797,133.10000610351562,96.55000305175781,117.81548309326172,38.75704574584961,197.75,263.2791748046875,81.72807312011719,91.20999908447266,31.969999313354492
2023-03-16,155.0225372314453,100.04000091552734,81.12940216064453,138.16000366210938,101.06999969482422,119.17254638671875,39.20037841796875,204.92999267578125,273.95159912109375,83.54031372070312,94.5199966430664,32.72999954223633
2023-03-17,154.1770477294922,98.94999694824219,80.58670043945312,146.83999633789062,102.45999908447266,118.20731353759766,38.25460433959961,195.61000061035156,277.1553039550781,83.97367095947266,91.94000244140625,31.780000686645508
2023-03-20,156.56431579589844,97.70999908447266,79.92559051513672,150.17999267578125,101.93000030517578,120.35758972167969,38.087120056152344,197.80999755859375,270.013916015625,85.64801788330078,78.91000366210938,31.93000030517578
2023-03-21,158.434326171875,100.61000061035156,82.58976745605469,151.75,105.83999633789062,120.95966339111328,38.95408248901367,202.16000366210938,271.5513000488281,86.25867462158203,78.93000030517578,32.86000061035156
2023-03-22,156.99203491210938,98.69999694824219,82.54043579101562,148.66000366210938,104.22000122070312,118.5513687133789,37.92949295043945,199.80999755859375,270.0734558105469,86.57384490966797,75.58000183105469,31.520000457763672
2023-03-23,158.086181640625,98.70999908447266,85.37236785888672,150.91000366210938,106.26000213623047,117.9015121459961,39.476226806640625,204.27999877929688,275.39971923828125,86.45565032958984,77.44999694824219,31.18000030517578
2023-03-24,159.399169921875,98.12999725341797,85.74732971191406,156.27000427246094,106.05999755859375,119.73639678955078,39.692970275878906,206.00999450683594,278.2860412597656,86.68218994140625,73.95999908447266,30.75
2023-03-27,157.43963623046875,98.04000091552734,84.97767639160156,152.72999572753906,103.05999755859375,123.57820129394531,39.19052505493164,202.83999633789062,274.130126953125,88.7800521850586,71.68000030517578,30.6200008392334
2023-03-28,156.81297302246094,97.23999786376953,97.09478759765625,159.9600067138672,101.36000061035156,123.60687255859375,40.934295654296875,200.67999267578125,272.989501953125,88.49442291259766,72.83999633789062,30.06999969482422
2023-03-29,159.91644287109375,100.25,98.59461975097656,157.9499969482422,101.9000015258789,123.96047973632812,40.56977844238281,205.35000610351562,278.2265319824219,89.2528076171875,72.86000061035156,30.8700008392334
2023-03-30,161.49798583984375,102.0,102.00872802734375,153.82000732421875,101.31999969482422,123.49220275878906,43.7420654296875,207.83999633789062,281.7376708984375,89.14447021484375,76.44000244140625,31.190000534057617
2023-03-31,164.0244903564453,103.29000091552734,100.82464599609375,150.9199981689453,104.0,125.27931213378906,43.239620208740234,211.94000244140625,285.95306396484375,91.51810455322266,75.9000015258789,31.700000762939453
2023-04-03,165.2877655029297,102.41000366210938,97.08492279052734,149.19000244140625,104.91000366210938,126.20631408691406,41.77170181274414,213.07000732421875,284.8918151855469,92.50301361083984,74.83999633789062,31.459999084472656
2023-04-04,164.75062561035156,103.94999694824219,99.38401794433594,148.57000732421875,105.12000274658203,125.76670837402344,41.220001220703125,214.72000122070312,284.8421936035156,92.58181762695312,73.19999694824219,31.389999389648438
2023-04-05,162.89053344726562,101.0999984741211,97.2427978515625,144.5399932861328,104.94999694824219,126.28276062011719,40.5,211.47999572753906,282.02532958984375,93.45838928222656,72.31999969482422,31.1200008392334
2023-04-06,163.7857666015625,102.05999755859375,101.3772201538086,144.99000549316406,108.9000015258789,124.7154541015625,40.7599983215332,216.10000610351562,289.22625732421875,94.47283935546875,72.02999877929688,31.18000030517578
2023-04-10,161.1697235107422,102.16999816894531,100.1931381225586,139.0,106.94999694824219,125.22197723388672,39.970001220703125,214.75,287.03424072265625,92.73214721679688,71.30999755859375,31.739999771118164
2023-04-11,159.94625854492188,99.91999816894531,98.43675231933594,136.69000244140625,106.12000274658203,124.63900756835938,40.0099983215332,213.85000610351562,280.5276184082031,92.93983459472656,70.70999908447266,31.1200008392334
2023-04-12,159.24998474121094,97.83000183105469,92.59526824951172,136.39999389648438,105.22000122070312,122.84233093261719,36.95000076293945,214.0,281.1822509765625,92.87060546875,67.0199966430664,30.59000015258789
2023-04-13,164.68096923828125,102.4000015258789,94.89436340332031,132.72999572753906,108.19000244140625,122.23070526123047,37.45000076293945,220.35000610351562,287.48052978515625,94.50251007080078,68.52999877929688,31.440000534057617
2023-04-14,164.3328399658203,102.51000213623047,93.29586029052734,128.75,109.45999908447266,122.46006774902344,36.849998474121094,221.49000549316406,283.8106689453125,94.6607666015625,67.68000030517578,31.479999542236328
2023-04-17,164.3527374267578,102.73999786376953,95.14105224609375,131.5399932861328,106.41999816894531,122.15424346923828,38.04999923706055,218.86000061035156,286.44903564453125,94.54206848144531,68.94999694824219,32.08000183105469
2023-04-18,165.58616638183594,102.30000305175781,94.22338104248047,131.17999267578125,105.12000274658203,122.11602783203125,37.72999954223633,217.88999938964844,286.0224914550781,95.41243743896484,70.26000213623047,31.729999542236328
2023-04-19,166.74000549316406,104.30000305175781,92.24991607666016,128.14999389648438,105.0199966430664,120.72074127197266,37.099998474121094,215.6999969482422,286.1018981933594,94.75965881347656,70.08999633789062,32.040000915527344
2023-04-20,165.7651824951172,103.80999755859375,89.53639221191406,127.44000244140625,105.9000015258789,120.75896453857422,36.189998626708984,213.07000732421875,283.7809143066406,93.7904052734375,69.69000244140625,31.5
2023-04-21,164.14385986328125,106.95999908447266,87.94774627685547,124.95999908447266,105.91000366210938,120.15689849853516,35.630001068115234,212.88999938964844,283.43377685546875,94.10689544677734,69.2300033569336,30.829999923706055
2023-04-24,164.4522247314453,106.20999908447266,85.73745727539062,122.62000274658203,106.77999877929688,119.84151458740234,34.68000030517578,212.7899932861328,279.4762268066406,94.39372253417969,66.75,30.68000030517578
2023-04-25,162.90048217773438,102.56999969482422,81.82011413574219,116.94000244140625,104.61000061035156,120.30979919433594,33.70000076293945,207.5500030517578,273.1779479980469,93.02883911132812,64.58000183105469,29.59000015258789
2023-04-26,162.89053344726562,104.9800033569336,81.72144317626953,117.06999969482422,104.44999694824219,120.27157592773438,34.22999954223633,209.39999389648438,292.965576171875,92.68268585205078,65.1500015258789,29.68000030517578
2023-04-27,167.51585388183594,109.81999969482422,83.34956359863281,118.45999908447266,108.37000274658203,121.34192657470703,34.75,238.55999755859375,302.3485107421875,93.99810028076172,66.12000274658203,29.700000762939453
2023-04-28,168.7790985107422,105.44999694824219,83.56664276123047,120.61000061035156,108.22000122070312,120.80675506591797,35.720001220703125,240.32000732421875,304.7587890625,93.6816177368164,68.1500015258789,31.049999237060547
2023-05-01,168.6895751953125,102.05000305175781,83.0436782836914,121.27999877929688,107.70999908447266,120.50093078613281,35.4900016784668,243.17999267578125,303.07257080078125,93.82997131347656,68.58999633789062,32.7400016784668
2023-05-02,167.6451416015625,103.62999725341797,80.44855499267578,117.52999877929688,105.9800033569336,119.6121597290039,34.22999954223633,239.24000549316406,302.9237976074219,93.7607421875,64.19000244140625,36.52000045776367
2023-05-03,166.56094360351562,103.6500015258789,80.39922332763672,116.69000244140625,106.12000274658203,117.97795867919922,34.68000030517578,237.02999877929688,301.92205810546875,93.74095916748047,63.52000045776367,37.84000015258789
2023-05-04,164.9097442626953,104.0,81.39582061767578,121.3499984741211,105.20999908447266,117.136962890625,35.779998779296875,233.52000427246094,302.9237976074219,93.92887115478516,64.13999938964844,37.4900016784668
2023-05-05,172.64845275878906,105.66000366210938,82.11614227294922,123.44999694824219,106.21499633789062,118.16909790039062,35.880001068115234,232.77999877929688,308.1211853027344,95.90695190429688,63.060001373291016,37.75
2023-05-08,172.57882690429688,105.83000183105469,82.20494079589844,122.48999786376953,108.23999786376953,117.93017578125,35.900001525878906,233.27000427246094,306.13739013671875,95.72891998291016,61.959999084472656,38.83000183105469
2023-05-09,170.85801696777344,106.62000274658203,81.12940216064453,119.4800033569336,107.94000244140625,117.37800598144531,35.619998931884766,233.3699951171875,304.5008544921875,95.08604431152344,61.40999984741211,38.189998626708984
2023-05-10,172.6385040283203,110.19000244140625,81.84971618652344,118.9000015258789,112.27999877929688,118.20140075683594,35.099998474121094,233.0800018310547,309.76763916015625,96.45091247558594,60.880001068115234,38.790000915527344
2023-05-11,172.8275146484375,112.18000030517578,86.72419738769531,124.16999816894531,116.9000015258789,117.11646270751953,37.630001068115234,235.7899932861328,307.58551025390625,96.3718032836914,65.16999816894531,38.41999816894531
2023-05-12,171.89120483398438,110.26000213623047,84.20801544189453,120.06999969482422,117.91999816894531,118.99574279785156,35.29999923706055,233.80999755859375,306.454833984375,96.77729797363281,63.31999969482422,38.45000076293945
2023-05-15,171.39317321777344,111.19999694824219,87.16822052001953,127.61000061035156,116.95999908447266,119.49947357177734,37.66999816894531,238.86000061035156,306.94085693359375,96.19376373291016,66.06999969482422,38.13999938964844
2023-05-16,171.39317321777344,113.4000015258789,87.58265686035156,132.67999267578125,120.08999633789062,119.59634399414062,37.91999816894531,238.82000732421875,309.2023010253906,97.17291259765625,66.01000213623047,37.439998626708984
2023-05-17,172.01072692871094,115.5,89.47718811035156,130.52000427246094,121.4800033569336,121.77593231201172,37.34000015258789,242.49000549316406,312.1247253417969,98.67625427246094,66.44999694824219,37.84000015258789
2023-05-18,174.3614501953125,118.1500015258789,84.63230895996094,124.73999786376953,123.5199966430664,122.20216369628906,35.79999923706055,246.85000610351562,316.6177062988281,101.21807098388672,61.599998474121094,39.25
2023-05-19,174.4710235595703,116.25,82.8660659790039,124.27999877929688,123.25,123.27742767333984,35.060001373291016,245.63999938964844,316.43878173828125,101.71260070800781,60.529998779296875,39.18000030517578
2023-05-22,173.51478576660156,115.01000213623047,84.95793914794922,125.94999694824219,125.87000274658203,123.5099105834961,35.9900016784668,248.32000732421875,319.2618713378906,100.65432739257812,63.040000915527344,39.16999816894531
2023-05-23,170.8851776123047,114.98999786376953,81.78064727783203,121.55999755859375,123.29000091552734,124.16863250732422,35.040000915527344,246.74000549316406,313.3772277832031,97.45973205566406,61.93000030517578,38.65999984741211
2023-05-24,171.1640625,116.75,80.13279724121094,119.11000061035156,121.63999938964844,121.74686431884766,33.880001068115234,249.2100067138672,311.9756164550781,97.24214935302734,60.939998626708984,37.959999084472656
2023-05-25,172.30953979492188,115.0,77.73503112792969,118.66999816894531,124.3499984741211,122.7930679321289,32.439998626708984,252.69000244140625,323.9735412597656,103.1467056274414,60.02000045776367,37.95000076293945
2023-05-26,174.73992919921875,120.11000061035156,79.89598846435547,126.08000183105469,125.43000030517578,124.85640716552734,33.099998474121094,262.0400085449219,330.9018859863281,102.93901062011719,71.41999816894531,38.45000076293945
2023-05-30,176.6025848388672,121.66000366210938,77.6264877319336,123.62000274658203,124.63999938964844,125.42794799804688,32.099998474121094,262.5199890136719,329.2319641113281,103.99727630615234,67.62999725341797,37.560001373291016
2023-05-31,176.5527801513672,120.58000183105469,78.49481964111328,122.8499984741211,123.37000274658203,124.56578826904297,32.599998474121094,264.7200012207031,326.4288024902344,104.77861785888672,65.31999969482422,37.93000030517578
2023-06-01,179.38160705566406,122.7699966430664,81.89905548095703,130.7899932861328,124.37000274658203,125.75730895996094,34.529998779296875,272.6099853515625,330.59375,104.82806396484375,69.08999633789062,38.47999954223633
2023-06-02,180.23822021484375,124.25,83.15220642089844,133.4499969482422,125.2300033569336,128.27593994140625,35.43000030517578,272.6099853515625,333.3969421386719,104.72915649414062,69.54000091552734,39.72999954223633
2023-06-05,178.8736114501953,125.30000305175781,83.28048706054688,132.27000427246094,126.62999725341797,128.4890594482422,36.290000915527344,271.3900146484375,333.9337158203125,105.75775909423828,68.05999755859375,40.41999816894531
2023-06-06,178.50506591796875,126.61000061035156,85.54998016357422,137.4499969482422,127.91000366210938,128.53749084472656,37.75,271.1199951171875,331.68719482421875,105.92589569091797,72.80999755859375,40.25
2023-06-07,177.12054443359375,121.2300033569336,84.14881134033203,132.7899932861328,122.94000244140625,130.1746063232422,36.95000076293945,263.6000061035156,321.44873046875,104.09617614746094,72.5,38.9900016784668
2023-06-08,179.85972595214844,124.25,84.99740600585938,133.39999389648438,122.66999816894531,130.20367431640625,37.2400016784668,264.5799865722656,323.3175048828125,106.3017349243164,74.93000030517578,40.2599983215332
2023-06-09,180.24819946289062,123.43000030517578,84.36589813232422,135.1999969482422,122.87000274658203,131.06582641601562,36.58000183105469,264.95001220703125,324.8383483886719,108.645751953125,76.0999984741211,40.9900016784668
2023-06-12,183.06704711914062,126.56999969482422,84.72112274169922,134.36000061035156,124.3499984741211,132.1507568359375,36.70000076293945,271.04998779296875,329.86810302734375,115.15361022949219,76.08999633789062,41.7400016784668
2023-06-13,182.58895874023438,126.66000366210938,86.34923553466797,142.57000732421875,124.43000030517578,133.29383850097656,37.9900016784668,271.32000732421875,332.2935791015625,115.40087127685547,77.45999908447266,41.40999984741211
2023-06-14,183.22642517089844,126.41999816894531,88.17469787597656,147.2100067138672,124.37999725341797,132.90635681152344,38.63999938964844,273.3500061035156,335.3253173828125,120.92958068847656,78.66999816894531,41.27000045776367
2023-06-15,185.2783203125,127.11000061035156,90.97702026367188,148.7100067138672,125.79000091552734,134.06878662109375,39.959999084472656,281.8299865722656,346.02105712890625,125.16267395019531,80.81999969482422,43.36000061035156
2023-06-16,184.19261169433594,125.48999786376953,90.87834930419922,145.11000061035156,124.05999755859375,133.17758178710938,39.849998474121094,281.0,340.2854919433594,124.0846176147461,79.87000274658203,43.52000045776367
2023-06-20,184.28225708007812,125.77999877929688,86.76366424560547,143.52000427246094,123.8499984741211,131.7051544189453,37.16999816894531,284.3299865722656,336.03106689453125,120.70211029052734,74.31999969482422,42.16999816894531
2023-06-21,183.2364044189453,124.83000183105469,85.61904907226562,140.86000061035156,121.26000213623047,129.50619506835938,36.59000015258789,281.6400146484375,331.5679016113281,120.76145935058594,73.02999877929688,42.65999984741211
2023-06-22,186.26443481445312,130.14999389648438,85.73745727539062,141.9199981689453,123.87000274658203,127.0650634765625,36.59000015258789,284.8800048828125,337.6811828613281,119.25811767578125,72.88999938964844,42.810001373291016
2023-06-23,185.9456787109375,129.3300018310547,83.79358673095703,139.2899932861328,123.0199966430664,125.37950134277344,34.869998931884766,288.7300109863281,333.0191955566406,117.33938598632812,69.80000305175781,43.34000015258789
2023-06-26,184.541259765625,127.33000183105469,84.33629608154297,139.58999633789062,119.08999633789062,127.22972869873047,34.970001220703125,278.4700012207031,326.6375427246094,115.4997787475586,69.58000183105469,44.41999816894531
2023-06-27,187.32025146484375,129.17999267578125,85.97427368164062,143.89999389648438,119.01000213623047,128.1984405517578,35.75,287.04998779296875,332.5718688964844,116.54815673828125,71.68000030517578,43.83000183105469
2023-06-28,188.50558471679688,129.0399932861328,83.46796417236328,141.7899932861328,121.08000183105469,127.6365966796875,34.790000915527344,285.2900085449219,333.84423828125,115.25251770019531,70.20999908447266,44.2400016784668
2023-06-29,188.84423828125,127.9000015258789,82.44176483154297,134.55999755859375,120.01000213623047,129.86460876464844,34.02000045776367,281.5299987792969,333.04901123046875,116.48881530761719,68.9000015258789,42.58000183105469
2023-06-30,193.20703125,130.36000061035156,82.24441528320312,136.91000366210938,120.97000122070312,129.6224365234375,34.130001068115234,286.9800109863281,338.5062561035156,117.7844467163086,69.13999938964844,43.16999816894531
2023-07-03,191.70297241210938,130.22000122070312,82.95486450195312,143.3300018310547,120.55999755859375,129.48681640625,35.150001525878906,286.0199890136719,335.971435546875,115.86572265625,71.29000091552734,43.09000015258789
2023-07-05,190.57740783691406,130.3800048828125,83.18181610107422,141.91000366210938,122.62999725341797,130.0389862060547,35.20000076293945,294.3699951171875,336.1304931640625,114.68876647949219,71.83999633789062,43.65999984741211
2023-07-06,191.05551147460938,128.36000061035156,82.72791290283203,138.19000244140625,120.93000030517578,128.0240936279297,34.08000183105469,291.989990234375,339.2318115234375,114.1843490600586,67.69000244140625,42.11000061035156
2023-07-07,189.92994689941406,129.77999877929688,89.34891510009766,142.66000366210938,120.13999938964844,127.94657897949219,35.7599983215332,290.5299987792969,335.2060241699219,113.35356903076172,70.0,42.90999984741211
2023-07-10,187.86810302734375,127.12999725341797,89.35877990722656,142.9499969482422,116.87000274658203,128.7409210205078,35.95000076293945,294.1000061035156,329.8482360839844,113.12609100341797,70.13999938964844,42.779998779296875
2023-07-11,187.34019470214844,128.77999877929688,90.57246398925781,143.3300018310547,117.70999908447266,130.23272705078125,36.02000045776367,298.2900085449219,330.4844055175781,114.01934814453125,71.04000091552734,44.36000061035156
2023-07-12,189.02354431152344,130.8000030517578,92.7531509399414,148.8300018310547,119.62000274658203,128.68280029296875,37.40999984741211,309.3399963378906,335.18621826171875,115.15080261230469,75.33999633789062,44.52000045776367
2023-07-13,189.79049682617188,134.3000030517578,95.32852935791016,152.30999755859375,124.83000183105469,129.72900390625,39.36000061035156,313.4100036621094,340.6135559082031,116.5700912475586,80.93000030517578,45.63999938964844
2023-07-14,189.93991088867188,134.67999267578125,93.30571746826172,149.2100067138672,125.69999694824219,129.22528076171875,38.13999938964844,308.8699951171875,343.1781311035156,118.37645721435547,79.48999786376953,44.75
2023-07-17,193.22694396972656,133.55999755859375,92.17098236083984,149.66000366210938,125.05999755859375,130.0389862060547,37.779998779296875,310.6199951171875,343.6652526855469,117.99930572509766,79.0999984741211,45.5099983215332
2023-07-18,192.96795654296875,132.8300018310547,89.99028778076172,144.22999572753906,124.08000183105469,131.12393188476562,36.060001373291016,312.04998779296875,357.343017578125,119.86521911621094,75.66999816894531,47.40999984741211
2023-07-19,194.33258056640625,135.36000061035156,90.86848449707031,143.6999969482422,122.77999877929688,131.24017333984375,36.40999984741211,316.010009765625,352.9593505859375,117.8008041381836,75.2300033569336,47.119998931884766
2023-07-20,192.37033081054688,129.9600067138672,90.6810073852539,143.02999877929688,119.52999877929688,134.04942321777344,36.66999816894531,302.5199890136719,344.79840087890625,115.01185607910156,74.87999725341797,46.56999969482422
