Datetime,Open,High,Low,Close,Adj Close,Volume
2024-05-06 09:30:00,138.91000366210938,140.16000366210938,138.3350067138672,139.8000030517578,139.8000030517578,77669
2024-05-06 10:00:00,139.86000061035156,140.4199981689453,139.86000061035156,140.32000732421875,140.32000732421875,46891
2024-05-06 10:30:00,140.36000061035156,140.77000427246094,140.1999969482422,140.69000244140625,140.69000244140625,44093
2024-05-06 11:00:00,140.67999267578125,140.74000549316406,140.4199981689453,140.6750030517578,140.6750030517578,46332
2024-05-06 11:30:00,140.6999969482422,140.86000061035156,140.5500030517578,140.5749969482422,140.5749969482422,59231
2024-05-06 12:00:00,140.58999633789062,140.8000030517578,140.3000030517578,140.72000122070312,140.72000122070312,41969
2024-05-06 12:30:00,140.69000244140625,140.98500061035156,140.6428985595703,140.83999633789062,140.83999633789062,50149
2024-05-06 13:00:00,140.8350067138672,140.97999572753906,140.63999938964844,140.77999877929688,140.77999877929688,39649
2024-05-06 13:30:00,140.80999755859375,141.13999938964844,140.76499938964844,140.94000244140625,140.94000244140625,62244
2024-05-06 14:00:00,140.92999267578125,141.22999572753906,140.80999755859375,141.17999267578125,141.17999267578125,47387
2024-05-06 14:30:00,141.2449951171875,141.36000061035156,140.99000549316406,141.05999755859375,141.05999755859375,109561
2024-05-06 15:00:00,141.07000732421875,141.1699981689453,140.4199981689453,140.4199981689453,140.4199981689453,133427
2024-05-06 15:30:00,140.4600067138672,141.47000122070312,140.36000061035156,140.66000366210938,140.66000366210938,458191
2024-05-07 09:30:00,141.0399932861328,142.14999389648438,140.27999877929688,140.40499877929688,140.40499877929688,54315
2024-05-07 10:00:00,140.49000549316406,140.69000244140625,139.75999450683594,140.40499877929688,140.40499877929688,114042
2024-05-07 10:30:00,140.49000549316406,141.22999572753906,140.10000610351562,141.22999572753906,141.22999572753906,73140
2024-05-07 11:00:00,141.30999755859375,141.3300018310547,140.6999969482422,141.2991943359375,141.2991943359375,68336
2024-05-07 11:30:00,141.27000427246094,142.0,141.26499938964844,141.8000030517578,141.8000030517578,105621
2024-05-07 12:00:00,141.80499267578125,141.9199981689453,141.27499389648438,141.46499633789062,141.46499633789062,64428
2024-05-07 12:30:00,141.44000244140625,141.48500061035156,140.6999969482422,140.82000732421875,140.82000732421875,65547
2024-05-07 13:00:00,140.8000030517578,141.72999572753906,140.75,141.47999572753906,141.47999572753906,65704
2024-05-07 13:30:00,141.55999755859375,141.6699981689453,141.0399932861328,141.09500122070312,141.09500122070312,50172
2024-05-07 14:00:00,141.0800018310547,141.44000244140625,141.0399932861328,141.16000366210938,141.16000366210938,48477
2024-05-07 14:30:00,141.16090393066406,141.25999450683594,140.75,141.1199951171875,141.1199951171875,43879
2024-05-07 15:00:00,141.1199951171875,141.52000427246094,141.00999450683594,141.3800048828125,141.3800048828125,64555
2024-05-07 15:30:00,141.4499969482422,141.55999755859375,140.9600067138672,141.25999450683594,141.25999450683594,256489
2024-05-08 09:30:00,141.1199951171875,142.35000610351562,140.0399932861328,142.35000610351562,142.35000610351562,69541
2024-05-08 10:00:00,142.42999267578125,142.7899932861328,142.0800018310547,142.66000366210938,142.66000366210938,79699
